id,size,color,source,target
"Форд, Джеймс Аллен",1,#E59247,Argentina,Spanish
Vietnam,1.264594945,#F2A2A11,Spanish,"Касарес, Адольфо Біой"
Vietnamese,1.213927828,#D1605E,1990 - 2000,Argentina
"Ань, Ті",1,#E59247,Argentina,Spanish
"Ань, Тхо",1,#E59247,Spanish,"Касарес, Адольфо Біой"
"Буй, Хіен",1,#E59247,1990 - 2000,Argentina
"Ван, Конг",1,#E59247,Argentina,Spanish
"Гюї, Кан",1,#E59247,Spanish,"Касерес, Херман"
"До, Тю",1,#E59247,1990 - 2000,Argentina
"Дуон, Ту Хуон",1,#E59247,Argentina,Spanish
"Зионг, Хионг Лі",1,#E59247,Spanish,"Касона, Алехандро"
"І, Ньї",1,#E59247,1990 - 2000,Argentina
"Лам, Донг",1,#E59247,Argentina,Spanish
"Лам, Тхі Мі За",1,#E59247,Spanish,"Кордова Ітурбуру, Каєтано"
"Ле, Тхі Май",1,#E59247,1990 - 2000,Argentina
"Нгуєн, Ван Бонг",1,#E59247,Argentina,Spanish
"Нгуєн, Дінь Тьєу",1,#E59247,Spanish,"Кортасар, Хуліо"
"Нгуєн, Зуан Шань",1,#E59247,1980 - 1990,Argentina
"Нгуєн, Зуй",1,#E59247,Argentina,Spanish
"Нгуєн, Мі",1,#E59247,Spanish,"Кортасар, Хуліо"
"Нгуєн(Нгуен), Тхі Кам Тхань",1,#E59247,1980 - 1990,Argentina
"Нгуєн, Хонг",1,#E59247,Argentina,Spanish
"Нгуєн, Шанг",1,#E59247,Spanish,"Кортасар, Хуліо"
"Суан, Зієу",1,#E59247,1980 - 1990,Argentina
"Тан, Ча",1,#E59247,Argentina,Spanish
"Те, Хань",1,#E59247,Spanish,"Кортасар, Хуліо"
"То, Хну",1,#E59247,1980 - 1990,Argentina
"То, Хоай",1,#E59247,Argentina,Spanish
"Тхань, Тунг",1,#E59247,Spanish,"Кортасар, Хуліо"
"Тхань, Тхао",1,#E59247,1980 - 1990,Argentina
"Тхань, Хай",1,#E59247,Argentina,Spanish
"Тхать, Лам",1,#E59247,Spanish,"Кортасар, Хуліо"
"Фам, Нгок Кань",1,#E59247,1980 - 1990,Argentina
"Фан, Ти",1,#E59247,Argentina,Spanish
"Хну, Тхінь",1,#E59247,Spanish,"Кортасар, Хуліо"
"Хо, Ші Мін",1,#E59247,1990 - 2000,Argentina
"Хоай, Ань",1,#E59247,Argentina,Spanish
"Хоанг, Чунг Тхонг",1,#E59247,Spanish,"Кортасар, Хуліо"
"Чінь, Хай",1,#E59247,1990 - 2000,Argentina
Armenia,1.00562968,#F2A2A11,Argentina,Spanish
Armenian,1.00562968,#D1605E,Spanish,"Кортасар, Хуліо"
"В’штуні, Азат",1,#E59247,1990 - 2000,Argentina
Haiti,1.045037437,#F2A2A11,Argentina,Spanish
"Брієр, Жан",1,#E59247,Spanish,"Кортасар, Хуліо"
"Депестр, Рене",1,#E59247,1980 - 1990,Argentina
"Моріссо, Ролан",1,#E59247,Argentina,-
"Румен, Жак",1,#E59247,-,"Кортасар, Хуліо"
"Фелпс, Антоні",1,#E59247,1980 - 1990,Argentina
"Філоктет, Рене",1,#E59247,Argentina,-
Guyana,1.022518719,#F2A2A11,-,"Кортасар, Хуліо"
"Нарайн, Гаррі",1,#E59247,1980 - 1990,Argentina
Ghana,1.039407758,#F2A2A11,Argentina,-
"Дей-Ананг, М",1,#E59247,-,"Кортасар, Хуліо"
"Дуду, Камерон",1,#E59247,1980 - 1990,Argentina
"Окай(Окаї), Джон",1,#E59247,Argentina,-
Guatemala,1.039407758,#F2A2A11,-,"Кортасар, Хуліо"
"Астуріас, Мігель Анхель(Анхел",1,#E59247,1980 - 1990,Argentina
"Рене Кастільйо, Отто",1,#E59247,Argentina,-
Guiana,1.00562968,#F2A2A11,-,"Кортасар, Хуліо"
"Міттельхольцер, Едгар",1,#E59247,1980 - 1990,Argentina
Guinea-Bissau,1.00562968,#F2A2A11,Argentina,-
"Угніно, Марсела",1,#E59247,-,"Кортасар, Хуліо"
Honduras,1.011259359,#F2A2A11,1980 - 1990,Argentina
"дель Вальс, Помпейо Сірано",1,#E59247,Argentina,Spanish
"Касерес Лара, Віктор",1,#E59247,Spanish,"Кортасар, Хуліо"
Greece,1.242076226,#F2A2A11,1970 - 1980,Argentina
Greek,1.191409109,#D1605E,Argentina,Spanish
"Антеос, Петрос",1,#E59247,Spanish,"Кортасар, Хуліо"
Modern Greek,1.118223273,#D1605E,1980 - 1990,Argentina
"Асимакопулос, Костас",1,#E59247,Argentina,Spanish
"Бумі-Папа, Ріта",1,#E59247,Spanish,"Костантіні, Умберто"
"Васілікос, Васіліс",1,#E59247,1950 - 1960,Argentina
"Вреттакос, Нікіфорос",1,#E59247,Argentina,Spanish
"Елітіс, Одіссей",1,#E59247,Spanish,"Куссані, Агустін"
"Іоаніду, Еллі",1,#E59247,1950 - 1960,Argentina
"Кавафіс, Костянтин(Константінос)",1,#E59247,Argentina,Spanish
"Казандзакіс, Нікос",1,#E59247,Spanish,"Ларра, Рауль"
"Кодзяс, Костас",1,#E59247,1980 - 1990,Argentina
"Корнарос, Темос",1,#E59247,Argentina,Spanish
"Лівадітіс, Тасос",1,#E59247,Spanish,"Мартіні, Хуан Карлос"
"Лідорікіс, Александрос",1,#E59247,1980 - 1990,Argentina
"Лудеміс, Менелаос. «Мені чудово...»: Вірш",1,#E59247,Argentina,Spanish
"Мірівіліс, Стратіс",1,#E59247,Spanish,"Молінарі, Рікардо Е"
"Паламас, Костіс",1,#E59247,1990 - 2000,Argentina
"Папаперікліс, Нікос",1,#E59247,Argentina,Spanish
"Пласковітіс, Спірос",1,#E59247,Spanish,"Огандо, Еміліо М"
"Ріцос, Янніс",1,#E59247,1980 - 1990,Argentina
"Самаракіс, Антоніс",1,#E59247,Argentina,Spanish
"Сеферіс, Йоргос",1,#E59247,Spanish,"Оргамбіде, Педро"
"Хадзіс, Димитріс",1,#E59247,1980 - 1990,Argentina
Georgia,1.050667117,#F2A2A11,Argentina,Spanish
Georgian,1.039407758,#D1605E,Spanish,"Оргамбіде, Педро"
"Бараташвілі, Ніколоз",1,#E59247,1980 - 1990,Argentina
Джавахішвілі М,1,#E59247,Argentina,Spanish
Назарлі,1,#E59247,Spanish,"Оргамбіде, Педро"
"Рчеулішвілі, Гурам",1,#E59247,1990 - 2000,Argentina
"Суліяшвілі, Давид",1,#E59247,Argentina,Spanish
"Татішвілі, Йос",1,#E59247,Spanish,"Прилуцька-Фарни, Юлія"
"Табідзе, Галактіон",1,#E59247,1980 - 1990,Argentina
Denmark,1.090074875,#F2A2A11,Argentina,Spanish
Danish,1.078815515,#D1605E,Spanish,"Соррентіно, Фернандо"
"Андерсен, Бенні",1,#E59247,1990 - 2000,Argentina
"Гольберг, Людвіг",1,#E59247,Argentina,Spanish
"Ієнсен, Іганес",1,#E59247,Spanish,"Сторні, Альфонсина(Альфонсіна)"
"Нексе, Мартін Андерсен",1,#E59247,1990 - 2000,Argentina
"Палессен, Оге",1,#E59247,Argentina,Spanish
"Петерсен, Йорген",1,#E59247,Spanish,"Сторні, Альфонсина(Альфонсіна)"
"Сендербю, Кнуд",1,#E59247,1990 - 2000,Argentina
"Скоу-Хансен, Таге",1,#E59247,Argentina,Spanish
"Стінус, Ерік",1,#E59247,Spanish,"Тьємпо, Сесар (справж. ім’я - Цейтлін Ізраїль)"
"Хейнесен, Вільям",1,#E59247,1990 - 2000,Argentina
"Шерфіг, Хане",1,#E59247,Argentina,Spanish
Dominican Republic,1.00562968,#F2A2A11,Spanish,"Форкат, Хуліо Сесар"
"Бош, Хуан",1,#E59247,1990 - 2000,Argentina
Ecuador,1.022518719,#F2A2A11,Argentina,Spanish
"Ікаса, Хорхе",1,#E59247,Spanish,"Хіхена Санчес, Рафаель"
"Каррера Андрада(Андраде), Хорхе",1,#E59247,1980 - 1990,Afghanistan
Ethiopia,1.022518719,#F2A2A11,Afghanistan,Dari
"Губенья, Абе",1,#E59247,Dari,"Абар, Мір"
"Муляту, Аяльнех",1,#E59247,1980 - 1990,Afghanistan
Egypt,1.067556156,#F2A2A11,Afghanistan,Pashto
"Ас-Сібаї (Ес-Сібаї), Юсуф",1,#E59247,Pashto,"Зіяр, Муджавар Ахмад"
"Ібрагім, Хафіз",1,#E59247,1980 - 1990,Afghanistan
"аль-Куаїд, Мухаммед Юсуф",1,#E59247,Afghanistan,Dari
"Махфуз, Нагіб",1,#E59247,Dari,"Кавім, Каюм"
"Саадані, Махмуд",1,#E59247,1980 - 1990,Afghanistan
"Сидкі, Мухаммад",1,#E59247,Afghanistan,Pashto
"Файвд, Сулейман",1,#E59247,Pashto,"Лаєк, Сулейман"
"аль-Хамісі, Абд ар-Рахман(Абдаррах-ман",1,#E59247,1980 - 1990,Afghanistan
Zambia,1.00562968,#F2A2A11,Afghanistan,Dari
"Чіпасула, Френк",1,#E59247,Dari,"Нагібі, Абдулла"
Zanzibar(Tanzania),1.011259359,#F2A2A11,1980 - 1990,Afghanistan
Swahili,1.016889039,#D1605E,Afghanistan,Dari
"Алі, Моза",1,#E59247,Dari,"Назімі, Латіф"
Republic of Cabo Verde,1.045037437,#F2A2A11,1970 - 1980,Afghanistan
"Барбоза, Жоржі",1,#E59247,Afghanistan,Pashto
"Дамбара, Каобердіану",1,#E59247,Pashto,"Таракі, Нур Мухаммед"
"Лопіш, Мануел",1,#E59247,1980 - 1990,Afghanistan
"Мартінш, Овідіу",1,#E59247,Afghanistan,Pashto
"Нуньїш, Антоніу",1,#E59247,Pashto,"Туфані, Сиддик Кавун"
Zimbabwe,1.011259359,#F2A2A11,1980 - 1990,Afghanistan
"Мунгоші, Чарлз",1,#E59247,Afghanistan,Dari
"Сайді, Вільям",1,#E59247,Dari,"Хабіб, Асадулла"
Israel,1.16889039,#F2A2A11,1980 - 1990,Afghanistan
"Айні, Леа",1,#E59247,Afghanistan,Dari
"Аллон, Лія",1,#E59247,Dari,"Хабіб, Асадулла"
"Аміхай, Єгуда",1,#E59247,1980 - 1990,Afghanistan
Hebrew,1.050667117,#D1605E,Afghanistan,Dari
"Аппельфельд, Аарон",1,#E59247,Dari,"Хабіб, Кадир"
"Бар-Йосеф, Хамуталь",1,#E59247,1960 - 1970,Afghanistan
"Бялик, Хаїм Нахман",1,#E59247,Afghanistan,Dari
Yiddish,1.050667117,#D1605E,Dari,"Хадем, Кіямуддін"
"Візелтір, Меїр",1,#E59247,1980 - 1990,Afghanistan
"Гендель, Єгудіт",1,#E59247,Afghanistan,Dari
"Гринберг, Тамір",1,#E59247,Dari,"Хусейні, Рафат"
"Гурі, Хаїм",1,#E59247,1980 - 1990,Bangladesh
"Дервіш, Закія Селім",1,#E59247,Bangladesh,-
"Дор, Моше",1,#E59247,-,"Бхоттачарджо, Шуканто"
Ізгар С,1,#E59247,1980 - 1990,Bangladesh
"Канюк, Йорам",1,#E59247,Bangladesh,-
"Кішон, Ефраїм",1,#E59247,-,"Бхоттачарджо, Шуканто"
"Корен, Єшаягу",1,#E59247,1980 - 1990,Bangladesh
"Лескли, Гізи",1,#E59247,Bangladesh,-
"Лібрехт, Савійон",1,#E59247,-,"Іслам, Нозрул"
"Мегед, Аарон",1,#E59247,1980 - 1990,Bangladesh
"Оз, Амос",1,#E59247,Bangladesh,-
Рахель,1,#E59247,-,"Шабер, Шохід"
"Сомек, Ронні",1,#E59247,1970 - 1980,Belgium
"Тамуз, Бен’ямін",1,#E59247,Belgium,Flemish
"Томер, Бен-Ціон",1,#E59247,Flemish,"Акен, Піт Ван"
"Шамір, Моше",1,#E59247,1990 - 2000,Belgium
India,1.529189889,#F2A2A11,Belgium,French
Hindi,1.16889039,#D1605E,French,"Ван Лерберг, Шарль"
Аг’єйя (спр. ім’я - Саччідананд Хіра-нанд Ватсаян),1,#E59247,1980 - 1990,Belgium
"Аграваль, Бгаратбгушан",1,#E59247,Belgium,Flemish
Tamil,1.016889039,#D1605E,Flemish,"Ванделоо, Йос"
Акілан,1,#E59247,1960 - 1970,Belgium
Telugu,1.011259359,#D1605E,Belgium,French
"Аппарао, Гурузада",1,#E59247,French,"Верхарн, Еміль"
Urdu,1.045037437,#D1605E,1950 - 1960,Belgium
"Ахтар, Джан Нісар",1,#E59247,Belgium,French
"Бакші, Рамеш",1,#E59247,French,"Верхарн, Еміль"
"Бараді, Субраманья",1,#E59247,1960 - 1970,Belgium
"Баччан, Харіваншрай",1,#E59247,Belgium,French
"Бгагерія(Бхагерія), Матадін",1,#E59247,French,"Верхарн, Еміль"
"Бгатнагар, Махендра",1,#E59247,1920 - 1930,Belgium
"Бгаттачар’я, Бгабані",1,#E59247,Belgium,-
Bengali,1.073185836,#D1605E,-,"Верхарн, Еміль"
"Бошу, Шомореш",1,#E59247,1960 - 1970,Belgium
Malayalam,1.011259359,#D1605E,Belgium,Flemish
"Валлатхол, Нараяна Менон",1,#E59247,Flemish,"Елсхот, Віллєм(Ван-Ріддер)"
Author. English,1.033778078,#D1605E,1960 - 1970,Belgium
"Варма, Шрікант",1,#E59247,Belgium,Flemish
"Ганді, Канхайялал",1,#E59247,Flemish,"Елсхот, Віллєм (Ван-Ріддер)"
"Гупта, Бгайрав Прасад",1,#E59247,1990 - 2000,Belgium
"Гхош, Бімал Чандра",1,#E59247,Belgium,French
"Даш, Джібонанондо",1,#E59247,French,"Ертай, Жаклін"
"Джафрі, Алі Сардар",1,#E59247,1990 - 2000,Belgium
Джаякантан [Джеякантан] Д,1,#E59247,Belgium,French
Punjabi,1.028148398,#D1605E,French,"Жакмен, Франсуа"
"Дуггал, Картар Сінгх",1,#E59247,1990 - 2000,Belgium
"Захір, Разія Саджад",1,#E59247,Belgium,English
Камалешвар,1,#E59247,English,"Клаус, Гуґо"
Marathi,1.016889039,#D1605E,1950 - 1960,Belgium
"Мадгулкар, В’янкатеш",1,#E59247,Belgium,French
"Малік, Кешев",1,#E59247,French,"Лемоньє, Каміл"
"Махапатра, Сітакант",1,#E59247,1990 - 2000,Belgium
"Махешвер, Саравак",1,#E59247,Belgium,French
"Мехротра, Шанті",1,#E59247,French,"Лодомез, Аєтон"
"Мітра, Премендра",1,#E59247,1990 - 2000,Belgium
"Мукерджі, Шубхаш",1,#E59247,Belgium,French
Нагарджун,1,#E59247,French,"Нело, Жіль"
"Нараян [Нарайян], Р. К",1,#E59247,1990 - 2000,Belgium
"Нараян, Сурве",1,#E59247,Belgium,French
"Натх, Махендра",1,#E59247,French,"Пер’є, Оділон-Жан"
"Нірала, Сур’якант Тріпатхі",1,#E59247,1990 - 2000,Belgium
"Панде, Мріналь",1,#E59247,Belgium,French
"Панну, Гурвел Сінгх",1,#E59247,French,Єтецик Ірен
Author. Hindi,1.00562968,#D1605E,1990 - 2000,Belgium
"Піллаї, Такажі Шівашанкар",1,#E59247,Belgium,French
"Поттеккатт, Сукумарен К",1,#E59247,French,"Тесса, Франсіс"
"Прем, Чанд",1,#E59247,1980 - 1990,Belgium
"Прітам, Амріта",1,#E59247,Belgium,Flemish
"Прітам, Сароджіні",1,#E59247,Flemish,"Фалкенаре, Жюльєн де"
"Пунтабікар, Шанкар",1,#E59247,1990 - 2000,Belgium
"Пхул, Гурдіал Сінгх",1,#E59247,Belgium,French
"Рагхав, Рангея",1,#E59247,French,"Юбен, Крістіан"
"Рай, Манматха",1,#E59247,1980 - 1990,Benin
"Рей, Бішваджіт",1,#E59247,Benin,French
"Рену, Пханішварнатх",1,#E59247,French,"Асонгба, Ромен"
"Різві, Зубайр",1,#E59247,1970 - 1980,Benin
